geo_accession,split,species
GSM5580152,TRAIN,MOUSE
GSM5580264,TRAIN,MOUSE
GSM5582180,TRAIN,MOUSE
GSM5582195,TRAIN,MOUSE
GSM5582477,TRAIN,MOUSE
GSM5582499,TRAIN,MOUSE
GSM5582531,TRAIN,MOUSE
GSM5582584,TRAIN,MOUSE
GSM5582613,TRAIN,MOUSE
GSM5582619,TRAIN,MOUSE
GSM5583247,TRAIN,MOUSE
GSM5583594,TRAIN,MOUSE
GSM5584122,TRAIN,MOUSE
GSM5588376,TRAIN,MOUSE
GSM5588381,TRAIN,MOUSE
GSM5588440,TRAIN,MOUSE
GSM5589663,TRAIN,MOUSE
GSM5589712,TRAIN,MOUSE
GSM5589814,TRAIN,MOUSE
GSM5592297,TRAIN,MOUSE
GSM5592437,TRAIN,MOUSE
GSM5592446,TRAIN,MOUSE
GSM5592663,TRAIN,MOUSE
GSM5592875,TRAIN,MOUSE
GSM5593871,TRAIN,MOUSE
GSM5594021,TRAIN,MOUSE
GSM5594093,TRAIN,MOUSE
GSM5594467,TRAIN,MOUSE
GSM5594648,TRAIN,MOUSE
GSM5595079,TRAIN,MOUSE
GSM5595173,TRAIN,MOUSE
GSM5596917,TRAIN,MOUSE
GSM5597149,TRAIN,MOUSE
GSM5597158,TRAIN,MOUSE
GSM5597163,TRAIN,MOUSE
GSM5597268,TRAIN,MOUSE
GSM5597300,TRAIN,MOUSE
GSM5597378,TRAIN,MOUSE
GSM5597381,TRAIN,MOUSE
GSM5597884,TRAIN,MOUSE
GSM5600140,TRAIN,MOUSE
GSM5600343,TRAIN,MOUSE
GSM5600346,TRAIN,MOUSE
GSM5602493,TRAIN,MOUSE
GSM5603039,TRAIN,MOUSE
GSM5603641,TRAIN,MOUSE
GSM5604927,TRAIN,MOUSE
GSM5605557,TRAIN,MOUSE
GSM5605689,TRAIN,MOUSE
GSM5605738,TRAIN,MOUSE
GSM5605982,TRAIN,MOUSE
GSM5605997,TRAIN,MOUSE
GSM5606354,TRAIN,MOUSE
GSM5607305,TRAIN,MOUSE
GSM5608338,TRAIN,MOUSE
GSM5608346,TRAIN,MOUSE
GSM5608352,TRAIN,MOUSE
GSM5610107,TRAIN,MOUSE
GSM5610108,TRAIN,MOUSE
GSM5610460,TRAIN,MOUSE
GSM5610594,TRAIN,MOUSE
GSM5610704,TRAIN,MOUSE
GSM5610801,TRAIN,MOUSE
GSM5610972,TRAIN,MOUSE
GSM5611405,TRAIN,MOUSE
GSM5611433,TRAIN,MOUSE
GSM5615781,TRAIN,MOUSE
GSM5615854,TRAIN,MOUSE
GSM5617689,TRAIN,MOUSE
GSM5619001,TRAIN,MOUSE
GSM5619057,TRAIN,MOUSE
GSM5620345,TRAIN,MOUSE
GSM5620643,TRAIN,MOUSE
GSM5621001,TRAIN,MOUSE
GSM5621031,TRAIN,MOUSE
GSM5621707,TRAIN,MOUSE
GSM5621850,TRAIN,MOUSE
GSM5622003,TRAIN,MOUSE
GSM5624459,TRAIN,MOUSE
GSM5625313,TRAIN,MOUSE
GSM5628003,TRAIN,MOUSE
GSM5628005,TRAIN,MOUSE
GSM5628838,TRAIN,MOUSE
GSM5629182,TRAIN,MOUSE
GSM5629197,TRAIN,MOUSE
GSM5629230,TRAIN,MOUSE
GSM5630123,TRAIN,MOUSE
GSM5630217,TRAIN,MOUSE
GSM5630469,TRAIN,MOUSE
GSM5630472,TRAIN,MOUSE
GSM5630699,TRAIN,MOUSE
GSM5630702,TRAIN,MOUSE
GSM5630703,TRAIN,MOUSE
GSM5630797,TRAIN,MOUSE
GSM5630830,TRAIN,MOUSE
GSM5631010,TRAIN,MOUSE
GSM5631038,TRAIN,MOUSE
GSM5631111,TRAIN,MOUSE
GSM5631174,TRAIN,MOUSE
GSM5631256,TRAIN,MOUSE
GSM5631408,TRAIN,MOUSE
GSM5631624,TRAIN,MOUSE
GSM5632870,TRAIN,MOUSE
GSM5640135,TRAIN,MOUSE
GSM5640946,TRAIN,MOUSE
GSM5641025,TRAIN,MOUSE
GSM5641589,TRAIN,MOUSE
GSM5642872,TRAIN,MOUSE
GSM5646036,TRAIN,MOUSE
GSM5646501,TRAIN,MOUSE
GSM5651285,TRAIN,MOUSE
GSM5651348,TRAIN,MOUSE
GSM5652100,TRAIN,MOUSE
GSM5652609,TRAIN,MOUSE
GSM5652989,TRAIN,MOUSE
GSM5652994,TRAIN,MOUSE
GSM5653114,TRAIN,MOUSE
GSM5655370,TRAIN,MOUSE
GSM5655847,TRAIN,MOUSE
GSM5657769,TRAIN,MOUSE
GSM5657914,TRAIN,MOUSE
GSM5659112,TRAIN,MOUSE
GSM5660577,TRAIN,MOUSE
GSM5661229,TRAIN,MOUSE
GSM5661342,TRAIN,MOUSE
GSM5661484,TRAIN,MOUSE
GSM5661681,TRAIN,MOUSE
GSM5661808,TRAIN,MOUSE
GSM5661860,TRAIN,MOUSE
GSM5661929,TRAIN,MOUSE
GSM5661973,TRAIN,MOUSE
GSM5663169,TRAIN,MOUSE
GSM5663238,TRAIN,MOUSE
GSM5663660,TRAIN,MOUSE
GSM5663939,TRAIN,MOUSE
GSM5663959,TRAIN,MOUSE
GSM5664027,TRAIN,MOUSE
GSM5664150,TRAIN,MOUSE
GSM5664563,TRAIN,MOUSE
GSM5666912,TRAIN,MOUSE
GSM5666918,TRAIN,MOUSE
GSM5667302,TRAIN,MOUSE
GSM5668349,TRAIN,MOUSE
GSM5668605,TRAIN,MOUSE
GSM5668612,TRAIN,MOUSE
GSM5668875,TRAIN,MOUSE
GSM5669777,TRAIN,MOUSE
GSM5669879,TRAIN,MOUSE
GSM5672445,TRAIN,MOUSE
GSM5672645,TRAIN,MOUSE
GSM5672721,TRAIN,MOUSE
GSM5673537,TRAIN,MOUSE
GSM5677014,TRAIN,MOUSE
GSM5677308,TRAIN,MOUSE
GSM5677683,TRAIN,MOUSE
GSM5677692,TRAIN,MOUSE
GSM5677736,TRAIN,MOUSE
GSM5683052,TRAIN,MOUSE
GSM5684104,TRAIN,MOUSE
GSM5684111,TRAIN,MOUSE
GSM5684151,TRAIN,MOUSE
GSM5684187,TRAIN,MOUSE
GSM5684940,TRAIN,MOUSE
GSM5685145,TRAIN,MOUSE
GSM5685169,TRAIN,MOUSE
GSM5686868,TRAIN,MOUSE
GSM5689040,TRAIN,MOUSE
GSM5689041,TRAIN,MOUSE
GSM5689192,TRAIN,MOUSE
GSM5690280,TRAIN,MOUSE
GSM5690617,TRAIN,MOUSE
GSM5690620,TRAIN,MOUSE
GSM5691483,TRAIN,MOUSE
GSM5692069,TRAIN,MOUSE
GSM5692840,TRAIN,MOUSE
GSM5693058,TRAIN,MOUSE
GSM5693250,TRAIN,MOUSE
GSM5693252,TRAIN,MOUSE
GSM5693912,TRAIN,MOUSE
GSM5694012,TRAIN,MOUSE
GSM5694100,TRAIN,MOUSE
GSM5694442,TRAIN,MOUSE
GSM5694602,TRAIN,MOUSE
GSM5695773,TRAIN,MOUSE
GSM5695775,TRAIN,MOUSE
GSM5695791,TRAIN,MOUSE
GSM5696959,TRAIN,MOUSE
GSM5698671,TRAIN,MOUSE
GSM5699173,TRAIN,MOUSE
GSM5699280,TRAIN,MOUSE
GSM5699314,TRAIN,MOUSE
GSM5699400,TRAIN,MOUSE
GSM5699441,TRAIN,MOUSE
GSM5699715,TRAIN,MOUSE
GSM5700446,TRAIN,MOUSE
GSM5701356,TRAIN,MOUSE
GSM5701380,TRAIN,MOUSE
GSM5701385,TRAIN,MOUSE
GSM5701543,TRAIN,MOUSE
GSM5701547,TRAIN,MOUSE
GSM5702399,TRAIN,MOUSE
GSM5702765,TRAIN,MOUSE
GSM5703657,TRAIN,MOUSE
GSM5704092,TRAIN,MOUSE
GSM5704095,TRAIN,MOUSE
GSM5704108,TRAIN,MOUSE
GSM5704136,TRAIN,MOUSE
GSM5704158,TRAIN,MOUSE
GSM5704164,TRAIN,MOUSE
GSM5704853,TRAIN,MOUSE
GSM5705266,TRAIN,MOUSE
GSM5705602,TRAIN,MOUSE
GSM5705895,TRAIN,MOUSE
GSM5706051,TRAIN,MOUSE
GSM5708209,TRAIN,MOUSE
GSM5708220,TRAIN,MOUSE
GSM5708232,TRAIN,MOUSE
GSM5708247,TRAIN,MOUSE
GSM5708352,TRAIN,MOUSE
GSM5708497,TRAIN,MOUSE
GSM5708890,TRAIN,MOUSE
GSM5709014,TRAIN,MOUSE
GSM5710573,TRAIN,MOUSE
GSM5711832,TRAIN,MOUSE
GSM5712086,TRAIN,MOUSE
GSM5714931,TRAIN,MOUSE
GSM5715319,TRAIN,MOUSE
GSM5715352,TRAIN,MOUSE
GSM5717728,TRAIN,MOUSE
GSM5717859,TRAIN,MOUSE
GSM5717879,TRAIN,MOUSE
GSM5717889,TRAIN,MOUSE
GSM5717899,TRAIN,MOUSE
GSM5718089,TRAIN,MOUSE
GSM5721252,TRAIN,MOUSE
GSM5721395,TRAIN,MOUSE
GSM5721443,TRAIN,MOUSE
GSM5721463,TRAIN,MOUSE
GSM5721529,TRAIN,MOUSE
GSM5721672,TRAIN,MOUSE
GSM5721719,TRAIN,MOUSE
GSM5721751,TRAIN,MOUSE
GSM5721810,TRAIN,MOUSE
GSM5721823,TRAIN,MOUSE
GSM5721955,TRAIN,MOUSE
GSM5722224,TRAIN,MOUSE
GSM5722238,TRAIN,MOUSE
GSM5722334,TRAIN,MOUSE
GSM5722472,TRAIN,MOUSE
GSM5722486,TRAIN,MOUSE
GSM5722494,TRAIN,MOUSE
GSM5722503,TRAIN,MOUSE
GSM5722582,TRAIN,MOUSE
GSM5722647,TRAIN,MOUSE
GSM5722653,TRAIN,MOUSE
GSM5722793,TRAIN,MOUSE
GSM5724149,TRAIN,MOUSE
GSM5725347,TRAIN,MOUSE
GSM5727337,TRAIN,MOUSE
GSM5728667,TRAIN,MOUSE
GSM5728854,TRAIN,MOUSE
GSM5729492,TRAIN,MOUSE
GSM5729538,TRAIN,MOUSE
GSM5729572,TRAIN,MOUSE
GSM5730974,TRAIN,MOUSE
GSM5731297,TRAIN,MOUSE
GSM5732711,TRAIN,MOUSE
GSM5733181,TRAIN,MOUSE
GSM5733195,TRAIN,MOUSE
GSM5733205,TRAIN,MOUSE
GSM5733606,TRAIN,MOUSE
GSM5735634,TRAIN,MOUSE
GSM5735638,TRAIN,MOUSE
GSM5735661,TRAIN,MOUSE
GSM5735730,TRAIN,MOUSE
GSM5735797,TRAIN,MOUSE
GSM5736990,TRAIN,MOUSE
GSM5737020,TRAIN,MOUSE
GSM5737063,TRAIN,MOUSE
GSM5737104,TRAIN,MOUSE
GSM5737169,TRAIN,MOUSE
GSM5737170,TRAIN,MOUSE
GSM5737847,TRAIN,MOUSE
GSM5738079,TRAIN,MOUSE
GSM5738859,TRAIN,MOUSE
GSM5739520,TRAIN,MOUSE
GSM5739858,TRAIN,MOUSE
GSM5739965,TRAIN,MOUSE
GSM5745773,TRAIN,MOUSE
GSM5746221,TRAIN,MOUSE
GSM5746356,TRAIN,MOUSE
GSM5750570,TRAIN,MOUSE
GSM5751684,TRAIN,MOUSE
GSM5751972,TRAIN,MOUSE
GSM5752929,TRAIN,MOUSE
GSM5754556,TRAIN,MOUSE
GSM5761588,TRAIN,MOUSE
GSM5767787,TRAIN,MOUSE
GSM5767844,TRAIN,MOUSE
GSM5769535,TRAIN,MOUSE
GSM5772222,TRAIN,MOUSE
GSM5772257,TRAIN,MOUSE
GSM5777099,TRAIN,MOUSE
GSM5782195,TRAIN,MOUSE
GSM5792394,TRAIN,MOUSE
GSM5792406,TRAIN,MOUSE
GSM5792496,TRAIN,MOUSE
GSM5792546,TRAIN,MOUSE
GSM5794232,TRAIN,MOUSE
GSM5808106,TRAIN,MOUSE
GSM5811669,TRAIN,MOUSE
GSM5814020,TRAIN,MOUSE
GSM5814610,TRAIN,MOUSE
GSM5815170,TRAIN,MOUSE
GSM5815194,TRAIN,MOUSE
GSM5815654,TRAIN,MOUSE
GSM5815906,TRAIN,MOUSE
GSM5818975,TRAIN,MOUSE
GSM5818994,TRAIN,MOUSE
GSM5820811,TRAIN,MOUSE
GSM5822617,TRAIN,MOUSE
GSM5822656,TRAIN,MOUSE
GSM5823444,TRAIN,MOUSE
GSM5823832,TRAIN,MOUSE
GSM5825413,TRAIN,MOUSE
GSM5827161,TRAIN,MOUSE
GSM5827175,TRAIN,MOUSE
GSM5827854,TRAIN,MOUSE
GSM5829065,TRAIN,MOUSE
GSM5829097,TRAIN,MOUSE
GSM5829208,TRAIN,MOUSE
GSM5829224,TRAIN,MOUSE
GSM5829250,TRAIN,MOUSE
GSM5829329,TRAIN,MOUSE
GSM5829368,TRAIN,MOUSE
GSM5829390,TRAIN,MOUSE
GSM5830092,TRAIN,MOUSE
GSM5830200,TRAIN,MOUSE
GSM5830516,TRAIN,MOUSE
GSM5830595,TRAIN,MOUSE
GSM5830822,TRAIN,MOUSE
GSM5830830,TRAIN,MOUSE
GSM5830964,TRAIN,MOUSE
GSM5831801,TRAIN,MOUSE
GSM5832004,TRAIN,MOUSE
GSM5832010,TRAIN,MOUSE
GSM5832016,TRAIN,MOUSE
GSM5833482,TRAIN,MOUSE
GSM5833955,TRAIN,MOUSE
GSM5834173,TRAIN,MOUSE
GSM5834228,TRAIN,MOUSE
GSM5835217,TRAIN,MOUSE
GSM5835272,TRAIN,MOUSE
GSM5837706,TRAIN,MOUSE
GSM5837710,TRAIN,MOUSE
GSM5839533,TRAIN,MOUSE
GSM5840402,TRAIN,MOUSE
GSM5840421,TRAIN,MOUSE
GSM5840543,TRAIN,MOUSE
GSM5840991,TRAIN,MOUSE
GSM5841566,TRAIN,MOUSE
GSM5842282,TRAIN,MOUSE
GSM5848858,TRAIN,MOUSE
GSM5848899,TRAIN,MOUSE
GSM5848922,TRAIN,MOUSE
GSM5848940,TRAIN,MOUSE
GSM5848974,TRAIN,MOUSE
GSM5849011,TRAIN,MOUSE
GSM5849041,TRAIN,MOUSE
GSM5850003,TRAIN,MOUSE
GSM5851817,TRAIN,MOUSE
GSM5852263,TRAIN,MOUSE
GSM5852266,TRAIN,MOUSE
GSM5852299,TRAIN,MOUSE
GSM5856785,TRAIN,MOUSE
GSM5857262,TRAIN,MOUSE
GSM5857694,TRAIN,MOUSE
GSM5857924,TRAIN,MOUSE
GSM5859065,TRAIN,MOUSE
GSM5859230,TRAIN,MOUSE
GSM5860345,TRAIN,MOUSE
GSM5860362,TRAIN,MOUSE
GSM5861218,TRAIN,MOUSE
GSM5862659,TRAIN,MOUSE
GSM5862666,TRAIN,MOUSE
GSM5870433,TRAIN,MOUSE
GSM5870487,TRAIN,MOUSE
GSM5872503,TRAIN,MOUSE
GSM5876440,TRAIN,MOUSE
GSM5879951,TRAIN,MOUSE
GSM5880309,TRAIN,MOUSE
GSM5880581,TRAIN,MOUSE
GSM5885022,TRAIN,MOUSE
GSM5889163,TRAIN,MOUSE
GSM5889199,TRAIN,MOUSE
GSM5896841,TRAIN,MOUSE
GSM5899966,TRAIN,MOUSE
GSM5900892,TRAIN,MOUSE
GSM5901349,TRAIN,MOUSE
GSM5901572,TRAIN,MOUSE
GSM5903385,TRAIN,MOUSE
GSM5904555,TRAIN,MOUSE
GSM5904733,TRAIN,MOUSE
GSM5904767,TRAIN,MOUSE
GSM5904769,TRAIN,MOUSE
GSM5905531,TRAIN,MOUSE
GSM5906051,TRAIN,MOUSE
GSM5906735,TRAIN,MOUSE
GSM5906854,TRAIN,MOUSE
GSM5907326,TRAIN,MOUSE
GSM5907984,TRAIN,MOUSE
GSM5909091,TRAIN,MOUSE
GSM5909771,TRAIN,MOUSE
GSM5909857,TRAIN,MOUSE
GSM5910354,TRAIN,MOUSE
GSM5910551,TRAIN,MOUSE
GSM5915340,TRAIN,MOUSE
GSM5916253,TRAIN,MOUSE
GSM5916258,TRAIN,MOUSE
GSM5916314,TRAIN,MOUSE
GSM5916326,TRAIN,MOUSE
GSM5916343,TRAIN,MOUSE
GSM5917189,TRAIN,MOUSE
GSM5917350,TRAIN,MOUSE
GSM5917383,TRAIN,MOUSE
GSM5917407,TRAIN,MOUSE
GSM5917865,TRAIN,MOUSE
GSM5920672,TRAIN,MOUSE
GSM5920942,TRAIN,MOUSE
GSM5920960,TRAIN,MOUSE
GSM5920967,TRAIN,MOUSE
GSM5923067,TRAIN,MOUSE
GSM5923087,TRAIN,MOUSE
GSM5923134,TRAIN,MOUSE
GSM5923140,TRAIN,MOUSE
GSM5923165,TRAIN,MOUSE
GSM5923297,TRAIN,MOUSE
GSM5923307,TRAIN,MOUSE
GSM5924245,TRAIN,MOUSE
GSM5928165,TRAIN,MOUSE
GSM5928798,TRAIN,MOUSE
GSM5929186,TRAIN,MOUSE
GSM5929341,TRAIN,MOUSE
GSM5929349,TRAIN,MOUSE
GSM5929353,TRAIN,MOUSE
GSM5929355,TRAIN,MOUSE
GSM5929527,TRAIN,MOUSE
GSM5929654,TRAIN,MOUSE
GSM5930698,TRAIN,MOUSE
GSM5930872,TRAIN,MOUSE
GSM5931501,TRAIN,MOUSE
GSM5931677,TRAIN,MOUSE
GSM5931773,TRAIN,MOUSE
GSM5932120,TRAIN,MOUSE
GSM5934376,TRAIN,MOUSE
GSM5934992,TRAIN,MOUSE
GSM5935384,TRAIN,MOUSE
GSM5935600,TRAIN,MOUSE
GSM5935719,TRAIN,MOUSE
GSM5937091,TRAIN,MOUSE
GSM5937121,TRAIN,MOUSE
GSM5937159,TRAIN,MOUSE
GSM5938054,TRAIN,MOUSE
GSM5938178,TRAIN,MOUSE
GSM5939636,TRAIN,MOUSE
GSM5941113,TRAIN,MOUSE
GSM5941793,TRAIN,MOUSE
GSM5943166,TRAIN,MOUSE
GSM5944497,TRAIN,MOUSE
GSM5944759,TRAIN,MOUSE
GSM5944859,TRAIN,MOUSE
GSM5945196,TRAIN,MOUSE
GSM5945884,TRAIN,MOUSE
GSM5946418,TRAIN,MOUSE
GSM5949598,TRAIN,MOUSE
GSM5949724,TRAIN,MOUSE
GSM5954497,TRAIN,MOUSE
GSM5956288,TRAIN,MOUSE
GSM5957773,TRAIN,MOUSE
GSM5958328,TRAIN,MOUSE
GSM5958986,TRAIN,MOUSE
GSM5958997,TRAIN,MOUSE
GSM5959022,TRAIN,MOUSE
GSM5960256,TRAIN,MOUSE
GSM5962156,TRAIN,MOUSE
GSM5962449,TRAIN,MOUSE
GSM5962507,TRAIN,MOUSE
GSM5962552,TRAIN,MOUSE
GSM5963070,TRAIN,MOUSE
GSM5963076,TRAIN,MOUSE
GSM5963474,TRAIN,MOUSE
GSM5963723,TRAIN,MOUSE
GSM5964427,TRAIN,MOUSE
GSM5964681,TRAIN,MOUSE
GSM5965433,TRAIN,MOUSE
GSM5965477,TRAIN,MOUSE
GSM5965540,TRAIN,MOUSE
GSM5967158,TRAIN,MOUSE
GSM5968204,TRAIN,MOUSE
GSM5968366,TRAIN,MOUSE
GSM5968617,TRAIN,MOUSE
GSM5969044,TRAIN,MOUSE
GSM5969120,TRAIN,MOUSE
GSM5969167,TRAIN,MOUSE
GSM5969227,TRAIN,MOUSE
GSM5969271,TRAIN,MOUSE
GSM5969324,TRAIN,MOUSE
GSM5969407,TRAIN,MOUSE
GSM5969493,TRAIN,MOUSE
GSM5969638,TRAIN,MOUSE
GSM5969649,TRAIN,MOUSE
GSM5969679,TRAIN,MOUSE
GSM5969867,TRAIN,MOUSE
GSM5969934,TRAIN,MOUSE
GSM5970450,TRAIN,MOUSE
GSM5970456,TRAIN,MOUSE
GSM5970972,TRAIN,MOUSE
GSM5970975,TRAIN,MOUSE
GSM5971682,TRAIN,MOUSE
GSM5972659,TRAIN,MOUSE
GSM5972969,TRAIN,MOUSE
GSM5973004,TRAIN,MOUSE
GSM5975104,TRAIN,MOUSE
GSM5975164,TRAIN,MOUSE
GSM5976248,TRAIN,MOUSE
GSM5976270,TRAIN,MOUSE
GSM5976443,TRAIN,MOUSE
GSM5980031,TRAIN,MOUSE
GSM5980048,TRAIN,MOUSE
GSM5982030,TRAIN,MOUSE
GSM5982273,TRAIN,MOUSE
GSM5982278,TRAIN,MOUSE
GSM5982418,TRAIN,MOUSE
GSM5982802,TRAIN,MOUSE
GSM5982882,TRAIN,MOUSE
GSM5982884,TRAIN,MOUSE
GSM5983043,TRAIN,MOUSE
GSM5983057,TRAIN,MOUSE
GSM5983681,TRAIN,MOUSE
GSM5984087,TRAIN,MOUSE
GSM5987929,TRAIN,MOUSE
GSM5988218,TRAIN,MOUSE
GSM5988258,TRAIN,MOUSE
GSM5988316,TRAIN,MOUSE
GSM5988435,TRAIN,MOUSE
GSM5988636,TRAIN,MOUSE
GSM5988787,TRAIN,MOUSE
GSM5988817,TRAIN,MOUSE
GSM5989961,TRAIN,MOUSE
GSM5993266,TRAIN,MOUSE
GSM5993277,TRAIN,MOUSE
GSM6000715,TRAIN,MOUSE
GSM6001946,TRAIN,MOUSE
GSM6005008,TRAIN,MOUSE
GSM6005060,TRAIN,MOUSE
GSM6005063,TRAIN,MOUSE
GSM6011909,TRAIN,MOUSE
GSM6021854,TRAIN,MOUSE
GSM6025344,TRAIN,MOUSE
GSM6025352,TRAIN,MOUSE
GSM6025363,TRAIN,MOUSE
GSM6025708,TRAIN,MOUSE
GSM6031759,TRAIN,MOUSE
GSM6031883,TRAIN,MOUSE
GSM6031915,TRAIN,MOUSE
GSM6031988,TRAIN,MOUSE
GSM6032008,TRAIN,MOUSE
GSM6032028,TRAIN,MOUSE
GSM6032199,TRAIN,MOUSE
GSM6032753,TRAIN,MOUSE
GSM6034449,TRAIN,MOUSE
GSM6035191,TRAIN,MOUSE
GSM6035550,TRAIN,MOUSE
GSM6037576,TRAIN,MOUSE
GSM6037919,TRAIN,MOUSE
GSM6037981,TRAIN,MOUSE
GSM6038125,TRAIN,MOUSE
GSM6038261,TRAIN,MOUSE
GSM6038277,TRAIN,MOUSE
GSM6038774,TRAIN,MOUSE
GSM6038921,TRAIN,MOUSE
GSM6039053,TRAIN,MOUSE
GSM6040371,TRAIN,MOUSE
GSM6040503,TRAIN,MOUSE
GSM6041728,TRAIN,MOUSE
GSM6043591,TRAIN,MOUSE
GSM6043592,TRAIN,MOUSE
GSM6044877,TRAIN,MOUSE
GSM6044898,TRAIN,MOUSE
GSM6045514,TRAIN,MOUSE
GSM6045528,TRAIN,MOUSE
GSM6046746,TRAIN,MOUSE
GSM6046753,TRAIN,MOUSE
GSM6046776,TRAIN,MOUSE
GSM6046785,TRAIN,MOUSE
GSM6046808,TRAIN,MOUSE
GSM6046900,TRAIN,MOUSE
GSM6046937,TRAIN,MOUSE
GSM6048486,TRAIN,MOUSE
GSM6049691,TRAIN,MOUSE
GSM6049791,TRAIN,MOUSE
GSM6049804,TRAIN,MOUSE
GSM6049902,TRAIN,MOUSE
GSM6049922,TRAIN,MOUSE
GSM6049952,TRAIN,MOUSE
GSM6049969,TRAIN,MOUSE
GSM6050024,TRAIN,MOUSE
GSM6050123,TRAIN,MOUSE
GSM6050623,TRAIN,MOUSE
GSM6050661,TRAIN,MOUSE
GSM6050888,TRAIN,MOUSE
GSM6050957,TRAIN,MOUSE
GSM6051477,TRAIN,MOUSE
GSM6051762,TRAIN,MOUSE
GSM6051764,TRAIN,MOUSE
GSM6051871,TRAIN,MOUSE
GSM6051941,TRAIN,MOUSE
GSM6051943,TRAIN,MOUSE
GSM6052508,TRAIN,MOUSE
GSM6052509,TRAIN,MOUSE
GSM6052546,TRAIN,MOUSE
GSM6052549,TRAIN,MOUSE
GSM6052558,TRAIN,MOUSE
GSM6052652,TRAIN,MOUSE
GSM6053456,TRAIN,MOUSE
GSM6056598,TRAIN,MOUSE
GSM6056801,TRAIN,MOUSE
GSM6056803,TRAIN,MOUSE
GSM6056839,TRAIN,MOUSE
GSM6057955,TRAIN,MOUSE
GSM6058199,TRAIN,MOUSE
GSM6058616,TRAIN,MOUSE
GSM6062077,TRAIN,MOUSE
GSM6062156,TRAIN,MOUSE
GSM6062157,TRAIN,MOUSE
GSM6064672,TRAIN,MOUSE
GSM6065277,TRAIN,MOUSE
GSM6065806,TRAIN,MOUSE
GSM6067384,TRAIN,MOUSE
GSM6067459,TRAIN,MOUSE
GSM6067567,TRAIN,MOUSE
GSM6068032,TRAIN,MOUSE
GSM6068038,TRAIN,MOUSE
GSM6068070,TRAIN,MOUSE
GSM6068114,TRAIN,MOUSE
GSM6068674,TRAIN,MOUSE
GSM6068871,TRAIN,MOUSE
GSM6070155,TRAIN,MOUSE
GSM6070327,TRAIN,MOUSE
GSM6070346,TRAIN,MOUSE
GSM6070347,TRAIN,MOUSE
GSM6070982,TRAIN,MOUSE
GSM6070987,TRAIN,MOUSE
GSM6070994,TRAIN,MOUSE
GSM6070999,TRAIN,MOUSE
GSM6071017,TRAIN,MOUSE
GSM6072046,TRAIN,MOUSE
GSM6072055,TRAIN,MOUSE
GSM6072158,TRAIN,MOUSE
GSM6072198,TRAIN,MOUSE
GSM6072202,TRAIN,MOUSE
GSM6072205,TRAIN,MOUSE
GSM6072228,TRAIN,MOUSE
GSM6077213,TRAIN,MOUSE
GSM6077218,TRAIN,MOUSE
GSM6077578,TRAIN,MOUSE
GSM6077603,TRAIN,MOUSE
GSM6077609,TRAIN,MOUSE
GSM6077766,TRAIN,MOUSE
GSM6082667,TRAIN,MOUSE
GSM6084373,TRAIN,MOUSE
GSM6084833,TRAIN,MOUSE
GSM6085276,TRAIN,MOUSE
GSM6099299,TRAIN,MOUSE
GSM6099339,TRAIN,MOUSE
GSM6099344,TRAIN,MOUSE
GSM6106339,TRAIN,MOUSE
GSM6107286,TRAIN,MOUSE
GSM6107702,TRAIN,MOUSE
GSM6112160,TRAIN,MOUSE
GSM6118987,TRAIN,MOUSE
GSM6122383,TRAIN,MOUSE
GSM6123325,TRAIN,MOUSE
GSM6124245,TRAIN,MOUSE
GSM6125563,TRAIN,MOUSE
GSM6133321,TRAIN,MOUSE
GSM6133929,TRAIN,MOUSE
GSM6138739,TRAIN,MOUSE
GSM6138777,TRAIN,MOUSE
GSM6149662,TRAIN,MOUSE
GSM6165064,TRAIN,MOUSE
GSM6165441,TRAIN,MOUSE
GSM6166307,TRAIN,MOUSE
GSM6167294,TRAIN,MOUSE
GSM6167588,TRAIN,MOUSE
GSM6167594,TRAIN,MOUSE
GSM6171600,TRAIN,MOUSE
GSM6171774,TRAIN,MOUSE
GSM6171779,TRAIN,MOUSE
GSM6172168,TRAIN,MOUSE
GSM6172395,TRAIN,MOUSE
GSM6172697,TRAIN,MOUSE
GSM6175997,TRAIN,MOUSE
GSM6180784,TRAIN,MOUSE
GSM6181312,TRAIN,MOUSE
GSM6181472,TRAIN,MOUSE
GSM6189945,TRAIN,MOUSE
GSM6190353,TRAIN,MOUSE
GSM6190494,TRAIN,MOUSE
GSM6190509,TRAIN,MOUSE
GSM6190863,TRAIN,MOUSE
GSM6191315,TRAIN,MOUSE
GSM6198287,TRAIN,MOUSE
GSM6198963,TRAIN,MOUSE
GSM6202332,TRAIN,MOUSE
GSM6202334,TRAIN,MOUSE
GSM6202378,TRAIN,MOUSE
GSM6203002,TRAIN,MOUSE
GSM6204212,TRAIN,MOUSE
GSM6204584,TRAIN,MOUSE
GSM6204800,TRAIN,MOUSE
GSM6205593,TRAIN,MOUSE
GSM6205603,TRAIN,MOUSE
GSM6208735,TRAIN,MOUSE
GSM6209777,TRAIN,MOUSE
GSM6210146,TRAIN,MOUSE
GSM6210396,TRAIN,MOUSE
GSM6210397,TRAIN,MOUSE
GSM6211274,TRAIN,MOUSE
GSM6211402,TRAIN,MOUSE
GSM6211603,TRAIN,MOUSE
GSM6212746,TRAIN,MOUSE
GSM6212753,TRAIN,MOUSE
GSM6212773,TRAIN,MOUSE
GSM6212793,TRAIN,MOUSE
GSM6212794,TRAIN,MOUSE
